SalesID,SalePrice,MachineID,ModelID,datasource,auctioneerID,YearMade,MachineHoursCurrentMeter,UsageBand,fiModelDesc,fiBaseModel,fiSecondaryDesc,fiModelSeries,fiModelDescriptor,ProductSize,fiProductClassDesc,state,ProductGroup,ProductGroupDesc,Drive_System,Enclosure,Forks,Pad_Type,Ride_Control,Stick,Transmission,Turbocharged,Blade_Extension,Blade_Width,Enclosure_Type,Engine_Horsepower,Hydraulics,Pushblock,Ripper,Scarifier,Tip_Control,Tire_Size,Coupler,Coupler_System,Grouser_Tracks,Hydraulics_Flow,Track_Type,Undercarriage_Pad_Width,Stick_Length,Thumb,Pattern_Changer,Grouser_Type,Backhoe_Mounting,Blade_Type,Travel_Controls,Differential_Type,Steering_Controls,saleYear,saleMonth,saleDay,saleDayOfWeek,saleDayOfYear
1140747,51000,588389,1596,121,3,2000,3600,Medium,D5MLGP,D5,M,,LGP,Medium,"Track Type Tractor, Dozer - 105.0 to 130.0 Horsepower",Texas,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,4 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,VPAT,Finger Tip,,,2004,3,11,3,71
1154460,40000,1064075,5273,121,3,1999,2971,High,D41E,D41,E,,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Pennsylvania,TTT,Track Type Tractors,,EROPS w AC,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,,2004,3,11,3,71
1145206,68000,603592,1623,121,3,1999,4916,Medium,D6MLGP,D6,M,,LGP,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Texas,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,VPAT,Finger Tip,,,2004,3,11,3,71
1143568,27500,480446,3538,121,3,2000,3144,High,416C,416,C,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2004,3,11,3,71
1142185,80000,1060735,28267,121,3,2000,2738,Medium,PC270,PC270,,,,Large / Medium,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",New Jersey,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,2004,3,11,3,71
1149598,29500,810994,7254,121,3,2002,1397,High,902,902,,,,Compact,Wheel Loader - 40.0 to 60.0 Horsepower,Maine,WL,Wheel Loader,,EROPS,Yes,,None or Unspecified,,,,,,,,3 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2004,3,11,3,71
1146742,32500,1040726,3538,121,3,1998,1739,Low,416C,416,C,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Indiana,BL,Backhoe Loaders,Four Wheel Drive,EROPS w AC,None or Unspecified,Reversible,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2004,3,11,3,71
1170125,38000,1030669,3357,121,3,1984,5931,Low,12G,12,G,,,,Motorgrader - 130.0 to 145.0 Horsepower,California,MG,Motor Graders,No,OROPS,,,,,Powershift,,None or Unspecified,12',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,,2004,3,11,3,71
1171547,50000,38423,1276,121,3,1996,4399,Low,330L,330,,,L,Large / Medium,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Louisiana,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,Yes,Triple,,,,,,2004,3,11,3,71
1149855,17500,1034291,7014,121,3,2000,285,Low,236,236,,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Michigan,SSL,Skid Steer Loaders,,EROPS,Yes,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,2004,3,11,3,71
1140077,29000,32010,209,121,3,1999,2914,Medium,D37P-5,D37,P,-5,,,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Alabama,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,,2004,3,11,3,71
1148938,54000,45508,77,121,3,1996,4387,Low,950FII,950,F,II,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Louisiana,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2004,3,11,3,71
1167322,14250,1051167,259,121,3,1993,0,,D65EX-12,D65,EX,-12,,Large,"Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower",Texas,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,,2004,3,11,3,71
1147177,25500,863326,7043,121,3,2002,1468,High,303.5,303.5,,,,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Maine,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,Hydraulic,Yes,Double,,,,,,2004,3,11,3,71
1144566,74000,1005125,9119,121,3,1999,2931,Medium,WA420,WA420,,,,Medium,Wheel Loader - 200.0 to 225.0 Horsepower,New Jersey,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,Yes,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2004,3,11,3,71
1161541,19500,824183,7021,121,3,2002,318,Low,248,248,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Maine,SSL,Skid Steer Loaders,,EROPS w AC,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,2004,3,11,3,71
1154041,56000,1020843,3362,121,3,1993,11723,High,140G,140,G,,,,Motorgrader - 145.0 to 170.0 Horsepower,Texas,MG,Motor Graders,No,EROPS w AC,,,,,None or Unspecified,,None or Unspecified,None or Unspecified,Low Profile,No,Base + 3 Function,None or Unspecified,None or Unspecified,Yes,Tip,None or Unspecified,,,,,,,,,,,,,,,,2004,3,11,3,71
1140783,19000,1046994,4752,121,3,1991,6820,Low,644E,644,E,,,Medium,Wheel Loader - 175.0 to 200.0 Horsepower,Texas,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2004,3,11,3,71
1162376,32500,999994,3547,121,3,1999,1782,Low,426C,426,C,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Michigan,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2004,3,11,3,71
1159127,61000,1043939,11420,121,3,2000,1344,Low,TD12CXP,TD12,C,,XP,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Alabama,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,,2004,3,11,3,71
1155724,17000,1012834,4899,121,3,1995,4027,Medium,TD9H,TD9,H,,,,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Mississippi,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,,2004,3,11,3,71
1143424,29000,1016900,331,121,3,1998,5012,Medium,PC120-6,PC120,,-6,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Tennessee,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,2004,3,11,3,71
1162416,19000,1037204,7012,121,3,2002,55,Low,232,232,,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Wisconsin,SSL,Skid Steer Loaders,,EROPS,Yes,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,2004,3,11,3,71
1151782,19500,1053452,7026,121,3,2002,0,,262,262,,,,,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Wisconsin,SSL,Skid Steer Loaders,,EROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,2004,3,11,3,71
1165379,19000,402005,7019,121,3,2002,179,Low,246,246,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,New Jersey,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,Manual,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,2004,3,11,3,71
1170806,7000,1050719,7915,121,3,1000,941,Low,1760XL,1760XL,,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Missouri,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,2004,3,15,0,75
1155450,29000,1051851,658,121,3,2000,1138,Low,WB140-2,WB140,,-2,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Massachusetts,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2004,3,25,3,85
1151099,102000,1003221,1211,121,3,2001,2923,Medium,325BL,325,B,,L,Large / Medium,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,32 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,2004,3,25,3,85
1166273,46000,488783,1623,121,3,1998,0,,D6MLGP,D6,M,,LGP,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Texas,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,VPAT,Finger Tip,,,2004,3,25,3,85
1146547,65000,1067921,259,121,3,1998,2229,Low,D65EX-12,D65,EX,-12,,Large,"Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower",New Jersey,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Semi U,None or Unspecified,,,2004,3,25,3,85
1160912,21000,5747,4323,121,3,1994,9110,Medium,IT12F,IT12,F,,,Compact,Wheel Loader - 60.0 to 80.0 Horsepower,Missouri,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,Manual,,,,,,,,,,,,,Standard,Conventional,2004,3,25,3,85
1147081,27500,1062783,3538,121,3,1998,1302,Low,416C,416,C,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Ohio,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,Reversible,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2004,3,25,3,85
1164534,23500,513625,3803,121,3,1987,9585,Medium,936E,936,E,,,Medium,Wheel Loader - 135.0 to 150.0 Horsepower,Massachusetts,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2004,3,25,3,85
1139749,16500,165230,7009,121,3,2001,136,Low,226,226,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Massachusetts,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,2004,3,25,3,85
1139658,25500,1052551,658,121,3,2000,2083,Medium,WB140-2,WB140,,-2,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Massachusetts,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2004,3,25,3,85
1161378,15500,60402,7014,121,3,1999,863,Low,236,236,,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Louisiana,SSL,Skid Steer Loaders,,OROPS,Yes,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,2004,3,25,3,85
1148947,44000,999162,635,121,3,1996,9356,High,WA450-3,WA450,,-3,,Medium,Wheel Loader - 250.0 to 275.0 Horsepower,Massachusetts,WL,Wheel Loader,,EROPS,Yes,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2004,3,25,3,85
1152480,66000,300400,23162,121,3,2001,3522,High,312CL,312,C,,L,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",New Jersey,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,30 inch,None or Unspecified,None or Unspecified,Yes,Triple,,,,,,2004,3,25,3,85
1169750,27000,842133,3547,121,3,1998,3976,Medium,426C,426,C,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,New York,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,Reversible,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2004,3,25,3,85
1165196,15000,388678,7009,121,3,2002,471,Medium,226,226,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Missouri,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,Manual,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,2004,3,25,3,85
1161008,34500,173978,3567,121,3,1998,4080,Medium,446B,446,B,,,,Backhoe Loader - 16.0 + Ft Standard Digging Depth,California,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,Reversible,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2004,3,25,3,85
1169851,17500,1040068,3171,121,3,1996,5723,High,580L,580,L,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Florida,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2004,3,25,3,85
1143558,15500,982549,7014,121,3,2002,322,Low,236,236,,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Utah,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,Manual,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,2004,3,25,3,85
1140346,30500,1004138,663,121,3,2001,800,Medium,WB150-2,WB150,,-2,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Massachusetts,BL,Backhoe Loaders,Four Wheel Drive,EROPS,Yes,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2004,3,25,3,85
1151004,69000,1055794,460,121,3,1999,0,,PC300LC6,PC300,,LC,6,Large / Medium,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Tennessee,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,Manual,,,,Steel,32 inch,None or Unspecified,Hydraulic,None or Unspecified,Double,,,,,,2004,3,25,3,85
1157167,15000,1019637,4640,121,3,1993,0,,410D,410,D,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Florida,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2004,3,25,3,85
1144305,12500,1011638,4686,121,3,1992,5753,Medium,510D,510,D,,,,Backhoe Loader - 16.0 + Ft Standard Digging Depth,Florida,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2004,3,25,3,85
1164784,18000,1052637,7023,121,3,2002,208,Low,252,252,,,,,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Missouri,SSL,Skid Steer Loaders,,EROPS,Yes,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,2004,3,25,3,85
1168944,63000,942926,1597,121,3,1997,4207,Medium,D5MXL,D5,M,,XL,Medium,"Track Type Tractor, Dozer - 105.0 to 130.0 Horsepower",New Mexico,TTT,Track Type Tractors,,EROPS w AC,,,,,Powershift,,,,,,4 Valve,,Multi Shank,,,,,,,,,,,,,,None or Unspecified,VPAT,Finger Tip,,,2004,3,25,3,85
1151751,13500,1050278,7002,121,3,2000,325,Low,216,216,,,,,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Illinois,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,2004,3,25,3,85
1146594,14500,1014400,4640,121,3,1993,7219,Medium,410D,410,D,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Florida,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2004,3,25,3,85
1158494,13000,1036720,7040,121,3,2000,1703,High,302.5,302.5,,,,Mini,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Michigan,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,2004,3,25,3,85
1144645,68000,1053001,248,121,3,2001,2195,Medium,D61EX-12,D61,EX,-12,,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Pennsylvania,TTT,Track Type Tractors,,EROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,,2004,3,25,3,85
1172696,12500,728570,3412,121,3,1990,0,,231D,231,D,,,Large / Medium,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Arizona,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,28 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,2004,3,25,3,85
1162256,23500,389144,2751,121,3,1991,4714,Medium,D4CII,D4,C,II,,,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Arkansas,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,4 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,,2004,3,25,3,85
1155774,15500,1024624,4603,121,3,1993,2842,Low,310D,310,D,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Florida,BL,Backhoe Loaders,Four Wheel Drive,OROPS,Yes,Reversible,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2004,3,25,3,85
1142068,19000,132213,7026,121,3,2002,583,Medium,262,262,,,,,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Tennessee,SSL,Skid Steer Loaders,,OROPS,Yes,,,,,,,,,,Standard,,,,,,Manual,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,2004,3,25,3,85
1160287,27500,372584,3547,121,3,1999,4060,High,426C,426,C,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2004,3,25,3,85
1162139,17000,1022404,963,121,3,1997,8171,Medium,570LXT,570,L,,XT,Compact,Wheel Loader - 60.0 to 80.0 Horsepower,Arizona,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2004,3,25,3,85
1165430,18000,188412,7009,121,3,2002,469,Medium,226,226,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,New Mexico,SSL,Skid Steer Loaders,,OROPS,Yes,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,2004,3,25,3,85
1150123,70000,919761,1623,121,3,1998,5414,Medium,D6MLGP,D6,M,,LGP,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",New Mexico,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,VPAT,Finger Tip,,,2004,3,25,3,85
1164298,16500,1028595,6793,121,3,1994,5400,Medium,590,590,,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Florida,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2004,3,25,3,85
1160663,33000,1002224,10413,121,3,1997,6650,Medium,845,845,,,,Large / Medium,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",Maine,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,24 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,2004,3,25,3,85
1151432,26500,1019236,658,121,3,1999,1316,Low,WB140-2,WB140,,-2,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Massachusetts,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2004,3,25,3,85
1146940,46000,1023180,495,121,3,1997,12176,High,PC400LC6,PC400,,LC,6,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Massachusetts,TEX,Track Excavators,,EROPS,,,,,,,,,,,2 Valve,,,,,,None or Unspecified,,,,,,,,,,,,,,,2004,3,25,3,85
1168673,67000,305088,1597,121,3,1997,3876,Medium,D5MXL,D5,M,,XL,Medium,"Track Type Tractor, Dozer - 105.0 to 130.0 Horsepower",New Mexico,TTT,Track Type Tractors,,EROPS w AC,,,,,Standard,,,,,,2 Valve,,Multi Shank,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,,2004,3,25,3,85
1152134,32500,1035876,663,121,3,2000,754,Low,WB150-2,WB150,,-2,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Massachusetts,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2004,3,25,3,85
1143108,34000,1044273,493,121,3,1995,9505,Medium,PC400LC5,PC400,,LC,5,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Massachusetts,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,36 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,2004,3,25,3,85
1151358,19500,1043009,349,121,3,1996,7165,Medium,PC150-5,PC150,,-5,,Small,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",Massachusetts,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,24 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,2004,3,25,3,85
1158477,34000,1028986,663,121,3,2000,984,Low,WB150-2,WB150,,-2,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Massachusetts,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2004,3,25,3,85
1151353,46000,1063537,354,121,3,1999,4682,Medium,PC150LC6,PC150,,LC,6,Small,"Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons",Pennsylvania,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,24 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,2004,3,25,3,85
1148230,34000,1064967,13776,121,3,2000,3408,High,D3CIIIXL,D3,C,III,XL,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Ohio,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,,2004,3,25,3,85
1152150,16000,393457,7012,121,3,2002,283,Low,232,232,,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Missouri,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,Manual,None or Unspecified,Yes,Standard,,,,,,,,,,,,2004,3,25,3,85
1159436,66000,510312,13854,121,3,1992,6509,Low,D6HII,D6,H,II,,Medium,"Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower",Arizona,TTT,Track Type Tractors,,EROPS w AC,,,,,Standard,,,,,,2 Valve,,Multi Shank,,,,,,,,,,,,,,None or Unspecified,Semi U,Differential Steer,,,2004,3,25,3,85
1172715,24000,1050038,3547,121,3,1997,7634,High,426C,426,C,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2004,3,25,3,85
1139248,57000,117657,77,121,3,1996,4640,Low,950FII,950,F,II,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,North Carolina,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,23.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2004,3,26,4,86
1166108,17500,1058817,7019,121,3,2001,851,Medium,246,246,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Washington,SSL,Skid Steer Loaders,,EROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,2004,4,2,4,93
1158729,55000,113298,77,121,3,1997,9078,Medium,950FII,950,F,II,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,North Carolina,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2004,4,5,0,96
